delta_v,delta_treasury(3Y)t,delta_treasury(3Y)t-1,delta_treasury(1Y)t,delta_treasury(1Y)t-1,deltaAAAt,deltaAAAt-1,deltaAAplt,deltaAAplt-1,deltaAAmit,deltaAAmit-1,deltaAplt,deltaAplt-1,deltaAt,deltaAt-1,deltaAmit,deltaAmit-1,deltaAAt,deltaAAt-1
-1.00E-04,0.001,0.043,-0.005,-0.034,-0.001,-0.043,-0.001,-0.043,-0.001,-0.043,-0.001,-0.043,-0.001,-0.043,-0.001,-0.043,-0.001,-0.043
0,0,0.001,0.007,-0.005,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,-0.001
-4.00E-05,0,0,-0.002,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00011,0.002,0,0.006,-0.002,-0.002,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0
0.00028,-0.01,0.002,0.001,0.006,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002,0.01,-0.002
-0.00045,0.025,-0.01,0.003,0.001,-0.025,0.01,-0.025,0.01,-0.025,0.01,-0.025,0.01,-0.025,0.01,-0.025,0.01,-0.025,0.01
0.00065,-0.064,0.025,0.001,0.003,0.064,-0.025,0.064,-0.025,0.064,-0.025,0.064,-0.025,0.064,-0.025,0.064,-0.025,0.064,-0.025
-1.00E-05,0.006,-0.064,-0.036,0.001,-0.006,0.064,-0.006,0.064,-0.006,0.064,-0.006,0.064,-0.006,0.064,-0.006,0.064,-0.006,0.064
-0.00054,-0.005,0.006,-0.005,-0.036,0.005,-0.006,0.005,-0.006,0.005,-0.006,0.005,-0.006,0.005,-0.006,0.005,-0.006,0.005,-0.006
2.00E-05,-0.017,-0.005,-0.002,-0.005,0.017,0.005,0.017,0.005,0.017,0.005,0.017,0.005,0.017,0.005,0.017,0.005,0.017,0.005
-0.00019,0.012,-0.017,-0.005,-0.002,-0.012,0.017,-0.012,0.017,-0.012,0.017,-0.012,0.017,-0.012,0.017,-0.012,0.017,-0.012,0.017
-2.00E-05,0.007,0.012,0.01,-0.005,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012,-0.007,-0.012
0,-0.001,0.007,-0.002,0.01,0.001,-0.007,0.001,-0.007,0.001,-0.007,0.001,-0.007,0.001,-0.007,0.001,-0.007,0.001,-0.007
0.00084,0.005,-0.001,0.001,-0.002,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001,-0.005,0.001
0.00011,-0.03,0.005,0.004,0.001,0.03,-0.005,0.03,-0.005,0.03,-0.005,0.03,-0.005,0.03,-0.005,0.03,-0.005,0.03,-0.005
-0.00108,0.028,-0.03,-0.003,0.004,-0.018,0.03,-0.018,0.03,-0.018,0.03,-0.018,0.03,-0.018,0.03,-0.018,0.03,-0.018,0.03
1.00E-05,0.039,0.028,0.027,-0.003,-0.039,-0.018,-0.039,-0.018,-0.039,-0.018,-0.039,-0.018,-0.039,-0.018,-0.039,-0.018,-0.039,-0.018
0.00028,0.007,0.039,0.014,0.027,0.003,-0.039,0.003,-0.039,0.003,-0.039,0.003,-0.039,0.003,-0.039,0.003,-0.039,0.003,-0.039
0.00015,0.013,0.007,-0.004,0.014,-0.013,0.003,-0.013,0.003,-0.013,0.003,-0.013,0.003,-0.013,0.003,-0.013,0.003,-0.013,0.003
0.0007,0.016,0.013,0.02,-0.004,-0.016,-0.013,-0.016,-0.013,-0.016,-0.013,-0.016,-0.013,-0.016,-0.013,-0.016,-0.013,-0.016,-0.013
0.00018,0.039,0.016,0.012,0.02,-0.039,-0.016,-0.039,-0.016,-0.039,-0.016,-0.039,-0.016,-0.039,-0.016,-0.039,-0.016,-0.039,-0.016
-0.00025,-0.013,0.039,0.012,0.012,0.013,-0.039,0.013,-0.039,0.013,-0.039,0.013,-0.039,0.013,-0.039,0.013,-0.039,0.013,-0.039
0.0003,-0.016,-0.013,0.01,0.012,0.016,0.013,0.016,0.013,0.016,0.013,0.016,0.013,0.016,0.013,0.016,0.013,0.016,0.013
0.00072,-0.001,-0.016,0.001,0.01,0.001,0.016,0.011,0.016,0.011,0.016,0.011,0.016,0.011,0.016,0.011,0.016,0.011,0.016
-0.00027,0.017,-0.001,-0.006,0.001,-0.017,0.001,-0.017,0.011,-0.017,0.011,-0.017,0.011,-0.017,0.011,-0.017,0.011,-0.017,0.011
-0.0002,-0.007,0.017,0.001,-0.006,0.007,-0.017,0.007,-0.017,0.007,-0.017,0.007,-0.017,0.007,-0.017,0.007,-0.017,0.007,-0.017
-0.00137,0.051,-0.007,0.013,0.001,-0.051,0.007,-0.051,0.007,-0.051,0.007,-0.051,0.007,-0.051,0.007,-0.051,0.007,-0.051,0.007
0.00709,0.018,0.051,0.009,0.013,-0.018,-0.051,-0.018,-0.051,-0.018,-0.051,-0.018,-0.051,-0.018,-0.051,-0.018,-0.051,-0.018,-0.051
0.00077,0.007,0.018,0.007,0.009,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018,-0.007,-0.018
0.00019,-0.032,0.007,-0.014,0.007,0.032,-0.007,0.032,-0.007,0.032,-0.007,0.032,-0.007,0.032,-0.007,0.032,-0.007,0.032,-0.007
-2.00E-05,-0.047,-0.032,-0.016,-0.014,0.047,0.032,0.047,0.032,0.047,0.032,0.047,0.032,0.047,0.032,0.047,0.032,0.047,0.032
0.0005,0.038,-0.047,0.006,-0.016,-0.038,0.047,-0.038,0.047,-0.038,0.047,-0.038,0.047,-0.038,0.047,-0.038,0.047,-0.038,0.047
0.00027,0.001,0.038,0.003,0.006,-0.001,-0.038,-0.001,-0.038,-0.001,-0.038,-0.001,-0.038,-0.001,-0.038,-0.001,-0.038,-0.001,-0.038
-1.00E-05,-0.003,0.001,0.016,0.003,0.003,-0.001,0.003,-0.001,0.003,-0.001,0.003,-0.001,0.003,-0.001,0.003,-0.001,0.003,-0.001
-0.0002,-0.025,-0.003,0.004,0.016,0.025,0.003,0.025,0.003,0.025,0.003,0.025,0.003,0.025,0.003,0.025,0.003,0.025,0.003
0.00212,-0.042,-0.025,-0.026,0.004,0.042,0.025,0.042,0.025,0.042,0.025,0.042,0.025,0.042,0.025,0.042,0.025,0.042,0.025
5.00E-05,0.008,-0.042,-0.009,-0.026,-0.008,0.042,-0.008,0.042,-0.008,0.042,-0.008,0.042,-0.008,0.042,-0.008,0.042,-0.008,0.042
0.00096,0.02,0.008,0.003,-0.009,-0.01,-0.008,-0.01,-0.008,-0.01,-0.008,-0.01,-0.008,-0.01,-0.008,-0.01,-0.008,-0.01,-0.008
0.00061,-0.02,0.02,0.015,0.003,0.02,-0.01,0.02,-0.01,0.02,-0.01,0.02,-0.01,0.02,-0.01,0.02,-0.01,0.02,-0.01
5.00E-05,0.018,-0.02,-0.006,0.015,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02,-0.018,0.02
0.00027,-0.025,0.018,0.004,-0.006,0.025,-0.018,0.025,-0.018,0.025,-0.018,0.025,-0.018,0.025,-0.018,0.025,-0.018,0.025,-0.018
-0.00024,-0.014,-0.025,0,0.004,0.014,0.025,0.014,0.025,0.014,0.025,0.014,0.025,0.014,0.025,0.014,0.025,0.014,0.025
-0.00094,-0.074,-0.014,-0.035,0,0.074,0.014,0.074,0.014,0.074,0.014,0.074,0.014,0.074,0.014,0.074,0.014,0.074,0.014
0.00482,0.037,-0.074,-0.007,-0.035,-0.037,0.074,-0.037,0.074,-0.037,0.074,-0.037,0.074,-0.037,0.074,-0.037,0.074,-0.037,0.074
0.00016,0.008,0.037,0.017,-0.007,-0.008,-0.037,-0.008,-0.037,-0.008,-0.037,-0.008,-0.037,-0.008,-0.037,-0.008,-0.037,-0.008,-0.037
0.00011,0.003,0.008,0.013,0.017,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008
3.00E-05,0.04,0.003,-0.009,0.013,-0.04,-0.003,-0.04,-0.003,-0.04,-0.003,-0.04,-0.003,-0.04,-0.003,-0.04,-0.003,-0.04,-0.003
0.00012,0,0.04,0.013,-0.009,0,-0.04,0,-0.04,0,-0.04,0,-0.04,0,-0.04,0,-0.04,0,-0.04
1.00E-05,0.002,0,0,0.013,-0.002,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0
-1.00E-05,-0.02,0.002,0.002,0,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002
7.00E-05,0.002,-0.02,-0.008,0.002,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02,-0.002,0.02
1.00E-05,-0.006,0.002,-0.004,-0.008,0.006,-0.002,0.006,-0.002,0.006,-0.002,0.006,-0.002,0.006,-0.002,0.006,-0.002,0.006,-0.002
0.00036,-0.015,-0.006,0.001,-0.004,0.015,0.006,0.015,0.006,0.015,0.006,0.015,0.006,0.015,0.006,0.015,0.006,0.015,0.006
-0.00019,-0.005,-0.015,-0.006,0.001,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015
4.00E-05,-0.018,-0.005,0.002,-0.006,0.018,0.005,0.018,0.005,0.018,0.005,0.018,0.005,0.018,0.005,0.018,0.005,0.018,0.005
0.00026,0.021,-0.018,0.001,0.002,-0.021,0.018,-0.021,0.018,-0.021,0.018,-0.021,0.018,-0.021,0.018,-0.021,0.018,-0.021,0.018
3.00E-05,0.004,0.021,0.01,0.001,-0.004,-0.021,-0.004,-0.021,-0.004,-0.021,-0.004,-0.021,-0.004,-0.021,-0.004,-0.021,-0.004,-0.021
-0.00016,-0.005,0.004,0,0.01,0.005,-0.004,0.005,-0.004,0.005,-0.004,0.005,-0.004,0.005,-0.004,0.005,-0.004,0.005,-0.004
6.00E-05,-0.002,-0.005,0.003,0,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005,0.002,0.005
0.00062,0.006,-0.002,0.004,0.003,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002,-0.006,0.002
-0.0007,-0.004,0.006,0.002,0.004,0.004,-0.006,0.004,-0.006,0.004,-0.006,0.004,-0.006,0.004,-0.006,0.004,-0.006,0.004,-0.006
2.00E-05,-0.028,-0.004,-0.008,0.002,0.028,0.004,0.028,0.004,0.028,0.004,0.028,0.004,0.028,0.004,0.028,0.004,0.028,0.004
4.00E-05,0,-0.028,0.001,-0.008,0,0.028,0,0.028,0,0.028,0,0.028,0,0.028,0,0.028,0,0.028
-0.00055,-0.006,0,-0.014,0.001,0.206,0,0.206,0,0.206,0,0.206,0,0.206,0,0.206,0,0.206,0
0.00117,0.012,-0.006,0.004,-0.014,-0.012,0.206,-0.012,0.206,-0.012,0.206,-0.012,0.206,-0.012,0.206,-0.012,0.206,-0.012,0.206
-0.00025,-0.031,0.012,-0.01,0.004,0.031,-0.012,0.031,-0.012,0.031,-0.012,0.031,-0.012,0.031,-0.012,0.031,-0.012,0.031,-0.012
8.00E-05,0.008,-0.031,-0.001,-0.01,-0.008,0.031,-0.008,0.031,-0.008,0.031,-0.008,0.031,-0.008,0.031,-0.008,0.031,-0.008,0.031
5.00E-05,0.027,0.008,0.01,-0.001,-0.027,-0.008,-0.027,-0.008,-0.027,-0.008,-0.027,-0.008,-0.027,-0.008,-0.027,-0.008,-0.027,-0.008
7.00E-05,-0.01,0.027,0.008,0.01,0.01,-0.027,0.01,-0.027,0.01,-0.027,0.01,-0.027,0.01,-0.027,0.01,-0.027,0.01,-0.027
0.0003,-0.013,-0.01,-0.006,0.008,0.013,0.01,0.013,0.01,0.013,0.01,0.013,0.01,0.013,0.01,0.013,0.01,0.013,0.01
-1.00E-05,-0.062,-0.013,-0.008,-0.006,0.062,0.013,0.062,0.013,0.062,0.013,0.062,0.013,0.062,0.013,0.062,0.013,0.062,0.013
0.00076,-0.005,-0.062,-0.014,-0.008,0.005,0.062,0.005,0.062,0.005,0.062,0.005,0.062,0.005,0.062,0.005,0.062,0.005,0.062
-0.00012,-0.031,-0.005,-0.018,-0.014,0.031,0.005,0.031,0.005,0.031,0.005,0.031,0.005,0.031,0.005,0.031,0.005,0.031,0.005
0.0006,-0.011,-0.031,-0.004,-0.018,0.011,0.031,0.011,0.031,0.011,0.031,0.011,0.031,0.011,0.031,0.011,0.031,0.011,0.031
-6.00E-05,0.011,-0.011,-0.017,-0.004,-0.011,0.011,-0.011,0.011,-0.011,0.011,-0.011,0.011,-0.011,0.011,-0.011,0.011,-0.011,0.011
3.00E-05,-0.008,0.011,-0.011,-0.017,0.008,-0.011,0.008,-0.011,0.008,-0.011,0.008,-0.011,0.008,-0.011,0.008,-0.011,0.008,-0.011
0.00026,-0.014,-0.008,-0.006,-0.011,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008,0.014,0.008
0.00024,0.014,-0.014,-0.003,-0.006,-0.014,0.014,-0.014,0.014,-0.014,0.014,-0.014,0.014,-0.014,0.014,-0.014,0.014,-0.014,0.014
-0.0011,0,0.014,-0.001,-0.003,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014
-0.0001,-0.012,0,-0.011,-0.001,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0,0.012,0
0.00039,0.017,-0.012,-0.002,-0.011,-0.007,0.012,-0.007,0.012,-0.007,0.012,-0.007,0.012,-0.007,0.012,-0.007,0.012,-0.007,0.012
-9.00E-05,0.038,0.017,-0.003,-0.002,-0.038,-0.007,-0.038,-0.007,-0.038,-0.007,-0.038,-0.007,-0.038,-0.007,-0.038,-0.007,-0.038,-0.007
-0.00062,0.008,0.038,0.001,-0.003,-0.008,-0.038,-0.008,-0.038,-0.008,-0.038,-0.008,-0.038,-0.008,-0.038,-0.008,-0.038,-0.008,-0.038
0.00055,-0.039,0.008,0,0.001,0.039,-0.008,0.039,-0.008,0.039,-0.008,0.039,-0.008,0.039,-0.008,0.039,-0.008,0.039,-0.008
0.00019,0.003,-0.039,0.005,0,-0.013,0.039,-0.013,0.039,-0.013,0.039,-0.013,0.039,-0.013,0.039,-0.013,0.039,-0.013,0.039
0.00013,0.007,0.003,-0.002,0.005,-0.037,-0.013,-0.037,-0.013,-0.037,-0.013,-0.037,-0.013,-0.037,-0.013,-0.037,-0.013,-0.037,-0.013
8.00E-05,0,0.007,0.001,-0.002,0,-0.037,0,-0.037,0,-0.037,0,-0.037,0,-0.037,0,-0.037,0,-0.037
-8.00E-05,-0.015,0,-0.009,0.001,0.015,0,0.015,0,0.015,0,0.015,0,0.015,0,0.015,0,0.015,0
0.00189,-0.006,-0.015,-0.013,-0.009,0.006,0.015,0.006,0.015,0.006,0.015,0.006,0.015,0.006,0.015,0.006,0.015,0.006,0.015
-0.00017,0.001,-0.006,-0.003,-0.013,-0.001,0.006,-0.001,0.006,-0.001,0.006,-0.001,0.006,-0.001,0.006,-0.001,0.006,-0.001,0.006
6.00E-05,0.01,0.001,-0.001,-0.003,-0.01,-0.001,-0.01,-0.001,-0.01,-0.001,-0.01,-0.001,-0.01,-0.001,-0.01,-0.001,-0.01,-0.001
0.00013,0.003,0.01,-0.003,-0.001,0.037,-0.01,0.027,-0.01,0.057,-0.01,0.037,-0.01,0.037,-0.01,-1.983,-0.01,0.047,-0.01
0.00123,-0.001,0.003,0.007,-0.003,-0.039,0.037,-0.029,0.027,-0.059,0.057,-0.039,0.037,-0.039,0.037,1.981,-1.983,-0.049,0.047
-0.00016,-0.013,-0.001,-0.007,0.007,0.013,-0.039,0.013,-0.029,0.013,-0.059,0.013,-0.039,0.013,-0.039,0.013,1.981,0.013,-0.049
3.00E-05,0.008,-0.013,-0.003,-0.007,-0.008,0.013,-0.008,0.013,-0.008,0.013,-0.008,0.013,-0.008,0.013,-0.008,0.013,-0.008,0.013
0.00022,-0.007,0.008,0.007,-0.003,0.007,-0.008,0.007,-0.008,0.007,-0.008,0.007,-0.008,0.007,-0.008,0.007,-0.008,0.007,-0.008
-1.00E-05,0,-0.007,-0.001,0.007,0,0.007,0,0.007,0,0.007,0,0.007,0,0.007,0,0.007,0,0.007
-0.00023,0.006,0,-0.001,-0.001,-0.006,0,-0.006,0,-0.006,0,-0.006,0,-0.006,0,-0.006,0,-0.006,0
-0.00067,-0.008,0.006,0.001,-0.001,0.008,-0.006,0.008,-0.006,0.008,-0.006,0.008,-0.006,0.008,-0.006,0.008,-0.006,0.008,-0.006
0.00039,0.019,-0.008,0.007,0.001,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008,-0.019,0.008
0.00084,0.007,0.019,0.007,0.007,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019,-0.007,-0.019
-7.00E-05,-0.018,0.007,-0.004,0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007,0.018,-0.007
-0.00015,0,-0.018,0.004,-0.004,0,0.018,0,0.018,0,0.018,0,0.018,0,0.018,0,0.018,0,0.018
2.00E-05,0.007,0,0.001,0.004,-0.007,0,-0.007,0,-0.007,0,-0.007,0,-0.007,0,-0.007,0,-0.007,0
1.00E-05,0.002,0.007,0.005,0.001,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007,-0.002,-0.007
0,0.008,0.002,0.01,0.005,-0.008,-0.002,-0.008,-0.002,-0.008,-0.002,-0.008,-0.002,-0.008,-0.002,-0.008,-0.002,-0.008,-0.002
-0.00344,0.003,0.008,-0.001,0.01,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008,-0.003,-0.008
0.00065,0.004,0.003,0.004,-0.001,-0.004,-0.003,-0.004,-0.003,-0.004,-0.003,-0.004,-0.003,-0.004,-0.003,-0.004,-0.003,-0.004,-0.003
-0.00162,-0.018,0.004,-0.002,0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004,0.018,-0.004
-0.0003,-0.006,-0.018,0,-0.002,0.006,0.018,0.006,0.018,0.006,0.018,0.006,0.018,0.006,0.018,0.006,0.018,0.006,0.018
-0.00022,-0.002,-0.006,-0.002,0,0.002,0.006,0.002,0.006,0.002,0.006,0.002,0.006,0.002,0.006,0.002,0.006,0.002,0.006
0.00014,-0.015,-0.002,-0.007,-0.002,0.035,0.002,0.035,0.002,0.035,0.002,0.035,0.002,0.035,0.002,0.035,0.002,0.035,0.002
0.0006,-0.005,-0.015,-0.003,-0.007,0.015,0.035,0.015,0.035,0.015,0.035,0.015,0.035,0.015,0.035,0.015,0.035,0.015,0.035
-0.00013,0.015,-0.005,0.007,-0.003,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015,0.005,0.015
-0.00016,0.005,0.015,0.006,0.007,-0.005,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005,-0.005,0.005
8.00E-05,-0.007,0.005,0,0.006,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005,0.017,-0.005
-0.00011,-0.015,-0.007,-0.004,0,0.015,0.017,0.015,0.017,0.015,0.017,0.015,0.017,0.015,0.017,0.015,0.017,0.015,0.017
-0.00016,0.025,-0.015,0.008,-0.004,-0.025,0.015,-0.025,0.015,-0.025,0.015,-0.025,0.015,-0.025,0.015,-0.025,0.015,-0.025,0.015
-0.0008,-0.004,0.025,0.004,0.008,0.004,-0.025,0.004,-0.025,0.004,-0.025,0.004,-0.025,0.004,-0.025,0.004,-0.025,0.004,-0.025
3.00E-05,0.002,-0.004,0.003,0.004,-0.002,0.004,-0.002,0.004,-0.002,0.004,-0.002,0.004,-0.002,0.004,-0.002,0.004,-0.002,0.004
4.00E-05,0.009,0.002,0,0.003,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002,-0.009,-0.002
0.00048,0.003,0.009,0.005,0,-0.003,-0.009,-0.003,-0.009,-0.003,-0.009,-0.003,-0.009,-0.003,-0.009,-0.003,-0.009,-0.003,-0.009
-0.00064,0.005,0.003,0.001,0.005,-0.005,-0.003,-0.005,-0.003,-0.005,-0.003,-0.005,-0.003,-0.005,-0.003,-0.005,-0.003,-0.005,-0.003
-0.00033,-0.003,0.005,0,0.001,0.003,-0.005,0.003,-0.005,0.003,-0.005,0.003,-0.005,0.003,-0.005,0.003,-0.005,0.003,-0.005
-0.00134,-0.008,-0.003,-0.001,0,0.008,0.003,0.008,0.003,0.008,0.003,0.008,0.003,0.008,0.003,0.008,0.003,0.008,0.003
1.00E-05,0.005,-0.008,0.006,-0.001,-0.005,0.008,-0.005,0.008,-0.005,0.008,-0.005,0.008,-0.005,0.008,-0.005,0.008,-0.005,0.008
0.00018,0.021,0.005,0.01,0.006,-0.021,-0.005,-0.021,-0.005,-0.021,-0.005,-0.021,-0.005,-0.021,-0.005,-0.021,-0.005,-0.021,-0.005
-0.00033,0.002,0.021,0.001,0.01,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021,-0.002,-0.021
1.00E-05,-0.008,0.002,0,0.001,0.008,-0.002,0.008,-0.002,0.008,-0.002,0.008,-0.002,0.008,-0.002,0.008,-0.002,0.008,-0.002
-9.00E-05,-0.011,-0.008,-0.006,0,0.011,0.008,0.011,0.008,0.011,0.008,0.011,0.008,0.011,0.008,0.011,0.008,0.011,0.008
1.00E-05,-0.015,-0.011,-0.006,-0.006,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011,0.015,0.011
0.00049,0.008,-0.015,0,-0.006,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015
0,0,0.008,0.004,0,0,0.002,0,0.002,0,0.002,0,0.002,0,0.002,0,0.002,0,0.002
-0.00019,-0.015,0,-0.01,0.004,0.015,0,0.015,0,0.015,0,0.015,0,0.015,0,0.015,0,0.015,0
-8.00E-05,-0.002,-0.015,0.002,-0.01,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015,0.002,0.015
0.0003,0.01,-0.002,0.007,0.002,-0.01,0.002,-0.01,0.002,-0.01,0.002,-0.01,0.002,-0.01,0.002,-0.01,0.002,-0.01,0.002
-8.00E-05,0.009,0.01,0.001,0.007,-0.009,-0.01,-0.009,-0.01,-0.009,-0.01,-0.009,-0.01,-0.009,-0.01,-0.009,-0.01,-0.009,-0.01
-0.00269,-0.002,0.009,0.003,0.001,0.002,-0.009,0.002,-0.009,0.002,-0.009,0.002,-0.009,0.002,-0.009,0.002,-0.009,0.002,-0.009
-0.00025,0.003,-0.002,-0.001,0.003,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002,-0.003,0.002
-9.00E-05,-0.02,0.003,-0.008,-0.001,0.02,-0.003,0.02,-0.003,0.02,-0.003,0.02,-0.003,0.02,-0.003,0.02,-0.003,0.02,-0.003
-0.0005,0.007,-0.02,0.005,-0.008,-0.007,0.02,-0.007,0.02,-0.007,0.02,-0.007,0.02,-0.007,0.02,-0.007,0.02,-0.007,0.02
-6.00E-05,-0.03,0.007,-0.016,0.005,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007,0.03,-0.007
0.0007,-0.007,-0.03,-0.003,-0.016,0.007,0.03,0.007,0.03,0.007,0.03,0.007,0.03,0.007,0.03,0.007,0.03,0.007,0.03
1.00E-04,-0.041,-0.007,-0.006,-0.003,0.041,0.007,0.041,0.007,0.041,0.007,0.041,0.007,0.041,0.007,0.041,0.007,0.041,0.007
0.00073,-0.043,-0.041,-0.02,-0.006,0.023,0.041,0.023,0.041,0.023,0.041,0.023,0.041,0.023,0.041,0.023,0.041,0.023,0.041
-0.00082,0.011,-0.043,-0.011,-0.02,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023,-0.011,0.023
-0.00078,0.036,0.011,0.016,-0.011,-0.036,-0.011,-0.036,-0.011,-0.036,-0.011,-0.036,-0.011,-0.036,-0.011,-0.036,-0.011,-0.036,-0.011
-6.00E-05,-0.02,0.036,0.002,0.016,0.02,-0.036,0.02,-0.036,0.02,-0.036,0.02,-0.036,0.02,-0.036,0.02,-0.036,0.02,-0.036
-0.00014,0.014,-0.02,0.003,0.002,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02,-0.014,0.02
7.00E-05,0,0.014,0.005,0.003,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014,0,-0.014
-3.00E-05,0.015,0,0,0.005,-0.015,0,-0.015,0,-0.015,0,-0.015,0,-0.015,0,-0.015,0,-0.015,0
5.00E-05,-0.012,0.015,-0.001,0,0.012,-0.015,0.012,-0.015,0.012,-0.015,0.012,-0.015,0.012,-0.015,0.012,-0.015,0.012,-0.015
-6.00E-05,0.002,-0.012,0.003,-0.001,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012,-0.002,0.012
7.00E-05,0.006,0.002,0,0.003,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002,-0.006,-0.002
-1.00E-05,0.001,0.006,0.001,0,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006,-0.001,-0.006
0.00023,0.001,0.001,0.006,0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001
-9.00E-05,0.028,0.001,0.012,0.006,-0.028,-0.001,-0.038,-0.001,-0.028,-0.001,-0.028,-0.001,-0.028,-0.001,-0.028,-0.001,-0.028,-0.001
-0.00015,0.004,0.028,0,0.012,-0.014,-0.028,-0.014,-0.038,-0.014,-0.028,-0.014,-0.028,-0.014,-0.028,-0.014,-0.028,-0.014,-0.028
2.00E-05,0.013,0.004,0.011,0,-0.013,-0.014,-0.013,-0.014,-0.013,-0.014,-0.013,-0.014,-0.013,-0.014,-0.013,-0.014,-0.013,-0.014
0.00018,-0.037,0.013,-0.027,0.011,0.037,-0.013,0.037,-0.013,0.037,-0.013,0.037,-0.013,0.037,-0.013,0.037,-0.013,0.037,-0.013
-8.00E-05,0.015,-0.037,0.004,-0.027,-0.015,0.037,-0.015,0.037,-0.015,0.037,-0.015,0.037,-0.015,0.037,-0.015,0.037,-0.015,0.037
-0.00057,0.013,0.015,0.008,0.004,-0.013,-0.015,-0.013,-0.015,-0.013,-0.015,-0.013,-0.015,-0.013,-0.015,-0.013,-0.015,-0.013,-0.015
0.00111,-0.001,0.013,-0.002,0.008,0.001,-0.013,0.001,-0.013,0.001,-0.013,0.001,-0.013,0.001,-0.013,0.001,-0.013,0.001,-0.013
-0.00017,-0.019,-0.001,-0.007,-0.002,0.019,0.001,0.019,0.001,0.019,0.001,0.019,0.001,0.019,0.001,0.019,0.001,0.019,0.001
